語句,読み,意味,語源等解説,関連語,関連分野,難易度
an arm and a leg,アン アーム アンド ア レッグ,法外な値段,arm(腕)とleg(脚)。非常に高価であることの比喩。,"extremely expensive(エクストリームリ イクスペンシブ): 極めて高価な, fortune(フォーチュン): 大金",日常生活,上級
an eye for an eye,アン アイ フォー アン アイ,目には目を,eye(目)にはeye(目)で。同等の報復をすること。,"retaliation(リタリエイション): 報復, revenge(リベンジ): 復讐",人・社会,上級
as easy as pie,アズ イージー アズ パイ,とても簡単,pie(パイ)のように簡単。非常に容易なことの比喩。,"very easy(ベリ イージー): とても簡単な, effortless(エフォートレス): 楽な",人・社会,上級
as fit as a fiddle,アズ フィット アズ ア フィドル,極めて健康,fiddle(バイオリン)のように健康。最高の健康状態。,"very healthy(ベリ ヘルシー): とても健康な, in excellent condition(イン エクセレント コンディション): 絶好調",食・健康,上級
as luck would have it,アズ ラック ウッド ハブ イット,運よく,luck(運)がそうさせたように。偶然に起こることの表現。,"by chance(バイ チャンス): 偶然に, fortunately(フォーチュネトリ): 幸運にも",時間・数量,上級
as the crow flies,アズ ザ クロウ フライズ,直線距離で,crow(カラス)が飛ぶように。最短距離の比喩。,"in a straight line(イン ア ストレイト ライン): 直線で, shortest distance(ショーテスト ディスタンス): 最短距離",場所・移動,上級
at the end of the day,アット ジ エンド オブ ザ デイ,結局は,day(日)のend(終わり)に。最終的には、という意味。,"ultimately(アルティメトリ): 最終的に, in the final analysis(イン ザ ファイナル アナリシス): 最終分析では",時間・数量,上級
back to the drawing board,バック トゥ ザ ドローイング ボード,最初からやり直し,drawing board(製図板)に戻る。計画を練り直すこと。,"start over(スタート オーバー): やり直す, reconsider plans(リコンシダー プランズ): 計画を再考する",人・社会,上級
behind the eight ball,ビハインド ジ エイト ボール,不利な立場で,eight ball(8番ボール)の後ろ。ビリヤードで不利な位置。,"disadvantaged position(ディスアドバンテージド ポジション): 不利な立場, in trouble(イン トラブル): 困った状況",人・社会,上級
better late than never,ベター レイト ザン ネバー,遅くともしないよりまし,late(遅い)がnever(決してしない)よりbetter(良い)。,"eventually doing something(イベンチュアリ ドゥーイング サムシング): 最終的に何かをする, not too late(ノット トゥー レイト): 遅すぎない",時間・数量,上級
between a rock and a hard place,ビトウィーン ア ロック アンド ア ハード プレイス,進退窮まる,rock(岩)とhard place(固い場所)の間。どちらを選んでも困難な状況。,"dilemma(ディレンマ): ジレンマ, difficult choice(ディフィカルト チョイス): 難しい選択",人・社会,上級
birds of a feather flock together,バーズ オブ ア フェザー フロック トゥギャザー,類は友を呼ぶ,同じfeather(羽)のbirds(鳥)はflock(群れる)。似た者同士が集まること。,"similar people associate(シミラー ピープル アソシエイト): 似た人が交わる, like attracts like(ライク アトラクツ ライク): 同類が惹かれ合う",人・社会,上級
blow off steam,ブロー オフ スティーム,憂さ晴らしをする,steam(蒸気)をblow off(吹き出す)。ストレスを発散すること。,"release tension(リリース テンション): 緊張を解放する, vent frustration(ベント フラストレイション): 不満を発散する",人・社会,上級
book smart,ブック スマート,学問的に賢い,book(本)からsmart(賢い)。理論には強いが実践に弱い。,"academically intelligent(アカデミカリ インテリジェント): 学問的に知的な, theoretical knowledge(シオレティカル ナレッジ): 理論的知識",学校・学習,上級
brain drain,ブレイン ドレイン,頭脳流出,brain(頭脳)のdrain(流出)。優秀な人材が流出すること。,"talent exodus(タレント エクソダス): 人材流出, loss of skilled workers(ロス オブ スキルド ワーカーズ): 熟練労働者の損失",人・社会,上級
break even,ブレイク イーブン,収支とんとん,even(同じ)にbreak(割る)。利益も損失もない状態。,"neither profit nor loss(ニーザー プロフィット ノー ロス): 利益も損失もない, balance(バランス): 均衡",日常生活,上級
burn bridges,バーン ブリッジズ,関係を断つ,bridges(橋)をburn(燃やす)。後戻りできないようにすること。,"sever relationships(セバー リレイションシップス): 関係を断つ, eliminate options(エリミネイト オプションズ): 選択肢を消す",人・社会,上級
burn one's boats,バーン ワンズ ボーツ,後戻りできなくする,boats(船)をburn(燃やす)。退路を断つこと。,"commit fully(コミット フリ): 完全に専念する, no turning back(ノー ターニング バック): 後戻りなし",人・社会,上級
by hook or by crook,バイ フック オア バイ クルック,手段を選ばず,hook(かぎ)かcrook(曲がった杖)で。どんな方法を使っても。,"by any means(バイ エニー ミーンズ): どんな手段でも, whatever it takes(ホワットエバー イット テイクス): 何としても",人・社会,上級
call it a day,コール イット ア デイ,仕事を切り上げる,それをday(日)とcall(呼ぶ)。一日の仕事を終えること。,"stop working(ストップ ワーキング): 働くのをやめる, finish for today(フィニッシュ フォー トゥデイ): 今日は終わり",日常生活,上級
can't have your cake and eat it too,キャント ハブ ユア ケイク アンド イート イット トゥー,二兎を追う者は一兎をも得ず,cake(ケーキ)を持ちながら食べることはできない。両方は得られない。,"can't have both(キャント ハブ ボース): 両方は持てない, must choose(マスト チューズ): 選ばなければならない",人・社会,上級
carrot and stick,キャロット アンド スティック,飴と鞭,carrot(ニンジン)とstick(棒)。報酬と罰による動機付け。,"reward and punishment(リワード アンド パニッシュメント): 報酬と罰, incentive and penalty(インセンティブ アンド ペナルティ): 奨励と罰則",人・社会,上級
catch red-handed,キャッチ レッドハンディッド,現行犯で捕まえる,red(赤い)handed(手で)catch(捕まえる)。犯行現場で捕まえること。,"catch in the act(キャッチ イン ジ アクト): 現場で捕まえる, discover wrongdoing(ディスカバー ローングドゥーイング): 悪事を発見する",人・社会,上級
clear the air,クリア ジ エア,誤解を解く,air(空気)をclear(澄ます)。緊張や誤解を解消すること。,"resolve misunderstanding(リゾルブ ミスアンダースタンディング): 誤解を解く, ease tension(イーズ テンション): 緊張を和らげる",人・社会,上級
come clean,カム クリーン,白状する,clean(きれいに)come(来る)。真実を告白すること。,"confess(コンフェス): 告白する, tell the truth(テル ザ トゥルース): 真実を言う",言語基本,上級
come out of the woodwork,カム アウト オブ ザ ウッドワーク,どこからともなく現れる,woodwork(木工品)から出てくる。隠れていた人が突然現れること。,"appear suddenly(アピア サドンリ): 突然現れる, emerge unexpectedly(エマージ アンエクスペクティッドリ): 予期せず出現する",人・社会,上級
come rain or shine,カム レイン オア シャイン,晴れでも雨でも,rain(雨)かshine(晴れ)が来ても。どんな状況でも。,"regardless of circumstances(リガードレス オブ サーカムスタンシズ): 状況に関係なく, no matter what(ノー マター ホワット): 何があっても",時間・数量,上級
cross that bridge when you come to it,クロス ザット ブリッジ ホエン ユー カム トゥ イット,その時になってから考える,bridge(橋)に来たときにcross(渡る)。問題が起きてから対処すること。,"deal with later(ディール ウィズ レイター): 後で対処する, not worry in advance(ノット ウォーリー イン アドバンス): 前もって心配しない",時間・数量,上級
curiosity killed the cat,キュリオシティ キルド ザ キャット,好奇心猫を殺す,curiosity(好奇心)がcat(猫)をkilled(殺した)。好奇心が危険を招くこと。,"excessive curiosity dangerous(エクセッシブ キュリオシティ デインジャラス): 過度の好奇心は危険, prying is risky(プライング イズ リスキー): 詮索は危険",人・社会,上級
cut the mustard,カット ザ マスタード,期待に応える,mustard(からし)をcut(切る)。基準を満たすこと。,"meet expectations(ミート エクスペクテイションズ): 期待に応える, be satisfactory(ビー サティスファクトリ): 満足できる",人・社会,上級
dead as a doornail,デッド アズ ア ドアネイル,完全に死んでいる,doornail(ドアの釘)のようにdead(死んでいる)。完全に機能停止している。,"completely dead(コンプリートリ デッド): 完全に死んでいる, no longer functioning(ノー ロンガー ファンクショニング): もはや機能していない",人・社会,上級
diamond in the rough,ダイアモンド イン ザ ラフ,磨けば光る原石,rough(粗削り)のdiamond(ダイヤモンド)。潜在能力のある人。,"hidden potential(ヒドゥン ポテンシャル): 隠れた可能性, unpolished talent(アンポリッシュド タレント): 磨かれていない才能",人・社会,上級
dime a dozen,ダイム ア ダズン,ありふれた,1ダイムで1ダース。非常にありふれているもの。,"very common(ベリ コモン): とてもありふれた, worthless(ワースレス): 価値がない",人・社会,上級
don't put all your eggs in one basket,ドント プット オール ユア エッグズ イン ワン バスケット,危険分散せよ,全てのeggs(卵)を一つのbasket(かご)に入れるな。リスクを分散すること。,"diversify(ダイバーシファイ): 分散する, avoid concentration(アボイド コンセントレイション): 集中を避ける",人・社会,上級
double-edged sword,ダブル エッジド ソード,諸刃の剣,double(二重の)edge(刃)のsword(剣)。利点と欠点が共存すること。,"both advantage and disadvantage(ボース アドバンテージ アンド ディスアドバンテージ): 利点と欠点の両方, mixed blessing(ミクスト ブレッシング): 善し悪し両面",人・社会,上級
down in the dumps,ダウン イン ザ ダンプス,憂鬱な,dumps(ごみ捨て場)にdown(下がって)いる。落ち込んでいる状態。,"depressed(ディプレスト): 憂鬱な, feeling low(フィーリング ロウ): 気分が沈んでいる",人・社会,上級
down to earth,ダウン トゥ アース,現実的な,earth(地面)にdown(下がって)。地に足がついた現実的な態度。,"practical(プラクティカル): 実際的な, realistic(リアリスティック): 現実的な",人・社会,上級
draw a blank,ドロー ア ブランク,思い出せない,blank(空白)をdraw(引く)。記憶が出てこないこと。,"can't remember(キャント リメンバー): 思い出せない, have no idea(ハブ ノー アイディア): 見当がつかない",学校・学習,上級
draw straws,ドロー ストローズ,くじを引く,straws(わら)をdraw(引く)。無作為に選ぶこと。,"choose randomly(チューズ ランダムリ): 無作為に選ぶ, decide by lot(ディサイド バイ ロット): くじで決める",人・社会,上級
drop in the ocean,ドロップ イン ジ オーシャン,大海の一滴,ocean(海)のdrop(一滴)。ごくわずかな量の比喩。,"tiny amount(タイニー アマウント): ごくわずかな量, insignificant(インシグニフィカント): 取るに足らない",時間・数量,上級
every man for himself,エブリ マン フォー ヒムセルフ,各自で身を守れ,各man(人)が自分自身のために。緊急時に各自で行動すること。,"save yourself(セイブ ユアセルフ): 自分を守れ, act independently(アクト インディペンデントリ): 独立して行動する",人・社会,上級
face value,フェイス バリュー,額面通り,face(表面)のvalue(価値)。見た目通りに受け取ること。,"literal meaning(リテラル ミーニング): 文字通りの意味, surface appearance(サーフェス アピアランス): 表面的な様子",人・社会,上級
fall by the wayside,フォール バイ ザ ウェイサイド,脱落する,wayside(道端)にfall(落ちる)。途中で諦めること。,"drop out(ドロップ アウト): 脱落する, give up(ギブ アップ): 諦める",人・社会,上級
feather in one's cap,フェザー イン ワンズ キャップ,誇るべき業績,cap(帽子)のfeather(羽根)。名誉ある達成の象徴。,"achievement(アチーブメント): 達成, honor(オナー): 名誉",人・社会,上級
few and far between,フュー アンド ファー ビトウィーン,まれな,few(少ない)かつfar between(間隔が遠い)。非常に稀なこと。,"rare(レア): 稀な, infrequent(インフリークエント): 頻度が低い",時間・数量,上級
fight fire with fire,ファイト ファイア ウィズ ファイア,毒をもって毒を制す,fire(火)でfire(火)とfight(戦う)。同じ手段で対抗すること。,"use same tactics(ユーズ セイム タクティクス): 同じ戦術を使う, retaliate similarly(リタリエイト シミラーリ): 同様に報復する",人・社会,上級
finger on the pulse,フィンガー オン ザ パルス,最新情報を把握している,pulse(脈拍)にfinger(指)を置く。状況を常に把握していること。,"well-informed(ウェル インフォームド): よく情報を得ている, aware of trends(アウェア オブ トレンズ): 傾向を把握している",人・社会,上級
fish out of water,フィッシュ アウト オブ ウォーター,場違いな人,water(水)から出たfish(魚)。不慣れな環境にいる人。,"out of place(アウト オブ プレイス): 場違いな, uncomfortable situation(アンコンフォータブル シチュエイション): 居心地の悪い状況",人・社会,上級
foam at the mouth,フォーム アット ザ マウス,激怒する,mouth(口)でfoam(泡を吹く)。極度に怒ること。,"extremely angry(エクストリームリ アングリー): 極度に怒った, furious(フュリアス): 激怒した",人・社会,上級
for a song,フォー ア ソング,格安で,song(歌)と引き換えに。非常に安い価格で。,"very cheaply(ベリ チープリ): とても安く, at bargain price(アット バーゲン プライス): 特価で",日常生活,上級
from scratch,フロム スクラッチ,一から,scratch(引っかき傷)から。最初から作り始めること。,"from the beginning(フロム ザ ビギニング): 最初から, starting with nothing(スターティング ウィズ ナッシング): 何もないところから始めて",時間・数量,上級
get a kick out of,ゲット ア キック アウト オブ,〜を楽しむ,kick(蹴り)をget(得る)。大いに楽しむこと。,"enjoy greatly(エンジョイ グレイトリ): 大いに楽しむ, get pleasure from(ゲット プレジャー フロム): 〜から喜びを得る",運動・娯楽,上級
get a second wind,ゲット ア セカンド ウィンド,元気を取り戻す,second(2番目の)wind(息)をget(得る)。疲労後に新たな活力を得ること。,"regain energy(リゲイン エナジー): エネルギーを取り戻す, recover stamina(リカバー スタミナ): 体力を回復する",食・健康,上級
get down to brass tacks,ゲット ダウン トゥ ブラス タックス,本題に入る,brass tacks(真鍮の鋲)にdown(下がって)get(至る)。核心に迫ること。,"discuss essentials(ディスカス エッセンシャルズ): 本質を議論する, focus on basics(フォーカス オン ベイシックス): 基本に集中する",言語基本,上級
get in on the ground floor,ゲット イン オン ザ グラウンド フロア,最初から参加する,ground floor(1階)でget in(入る)。事業の初期段階から参加すること。,"join early(ジョイン アーリー): 早期に参加する, be founding member(ビー ファウンディング メンバー): 創立メンバーである",人・社会,上級
get off on the wrong foot,ゲット オフ オン ザ ローング フット,出だしでつまずく,wrong(間違った)foot(足)でget off(出発する)。悪いスタートを切ること。,"start badly(スタート バッドリ): 悪いスタートをする, begin poorly(ビギン プアリ): 貧弱に始める",人・社会,上級
get the show on the road,ゲット ザ ショウ オン ザ ロード,始める,show(ショー)をroad(道)にget(乗せる)。物事を開始すること。,"start(スタート): 始める, begin action(ビギン アクション): 行動を開始する",人・社会,上級
get wind of,ゲット ウィンド オブ,〜の噂を聞く,wind(風)をget(得る)。情報を耳にすること。,"hear about(ヒア アバウト): 〜について聞く, learn of(ラーン オブ): 〜を知る",言語基本,上級
give someone the benefit of the doubt,ギブ サムワン ザ ベネフィット オブ ザ ダウト,好意的に解釈する,doubt(疑い)のbenefit(利益)をgive(与える)。疑わしい時に有利に判断すること。,"assume innocence(アスーム イノセンス): 無実を仮定する, trust provisionally(トラスト プロビジョナリ): 暫定的に信頼する",人・社会,上級
go out on a limb,ゴー アウト オン ア リム,危険を冒す,limb(枝)の上にgo out(出て行く)。リスクを取ること。,"take risk(テイク リスク): リスクを取る, make bold move(メイク ボールド ムーブ): 大胆な行動をする",人・社会,上級
go the whole hog,ゴー ザ ホール ホッグ,徹底的にやる,whole(全体の)hog(豚)をgo(行く)。完全にやり遂げること。,"do completely(ドゥー コンプリートリ): 完全に行う, go all out(ゴー オール アウト): 全力を尽くす",人・社会,上級
go through the roof,ゴー スルー ザ ルーフ,急騰する,roof(屋根)をthrough(通って)go(行く)。価格や数値が急上昇すること。,"increase dramatically(インクリース ドラマティカリ): 劇的に増加する, skyrocket(スカイロケット): 急上昇する",時間・数量,上級
grasp at straws,グラスプ アット ストローズ,藁をもつかむ,straws(わら)をgrasp(つかむ)。必死に何かにすがること。,"desperate attempt(デスパレット アテンプト): 必死の試み, last resort(ラスト リゾート): 最後の手段",人・社会,上級
green thumb,グリーン サム,園芸の才能,green(緑の)thumb(親指)。植物を育てる能力。,"gardening skill(ガーデニング スキル): 園芸技能, talent for growing plants(タレント フォー グローイング プランツ): 植物を育てる才能",自然・環境,上級
grin and bear it,グリン アンド ベア イット,我慢する,grin(歯を見せて笑う)しbear(耐える)。不快なことを耐え忍ぶこと。,"endure patiently(エンデュア ペイシェントリ): 辛抱強く耐える, tolerate(トレレイト): 我慢する",人・社会,上級
hand over fist,ハンド オーバー フィスト,どんどん,fist(拳)の上にhand(手)。急速に、特にお金を稼ぐこと。,"rapidly(ラピッドリ): 急速に, in large amounts(イン ラージ アマウンツ): 大量に",時間・数量,上級
hands down,ハンズ ダウン,楽々と,hands(手)をdown(下げて)。簡単に勝つこと。,"easily(イージリ): 容易に, without difficulty(ウィザウト ディフィカルティ): 困難なしに",人・社会,上級
hat in hand,ハット イン ハンド,謙虚に,hand(手)にhat(帽子)。へりくだった態度で。,"humbly(ハンブリ): 謙虚に, respectfully(リスペクトフリ): 敬意を持って",人・社会,上級
have a green thumb,ハブ ア グリーン サム,園芸の才がある,green(緑の)thumb(親指)をhave(持つ)。植物を上手に育てる能力。,"good at gardening(グッド アット ガーデニング): 園芸が得意, skilled with plants(スキルド ウィズ プランツ): 植物に長けた",自然・環境,上級
have an axe to grind,ハブ アン アックス トゥ グラインド,下心がある,grind(研ぐ)axe(斧)をhave(持つ)。個人的な目的があること。,"hidden agenda(ヒドゥン アジェンダ): 隠された意図, selfish motive(セルフィッシュ モティブ): 利己的な動機",人・社会,上級
have one's hands full,ハブ ワンズ ハンズ フル,手一杯である,hands(手)がfull(いっぱい)。非常に忙しいこと。,"very busy(ベリ ビジー): とても忙しい, overwhelmed(オーバーウェルムド): 手に負えない",日常生活,上級
have the last laugh,ハブ ザ ラスト ラフ,最後に笑う,last(最後の)laugh(笑い)をhave(持つ)。最終的に勝利すること。,"win in the end(ウィン イン ジ エンド): 最後に勝つ, triumph eventually(トライアンフ イベンチュアリ): 最終的に勝利する",人・社会,上級
have your cake and eat it,ハブ ユア ケイク アンド イート イット,二兎を追う,cake(ケーキ)をhave(持ち)かつeat(食べる)。両方を得ようとすること。,"want everything(ウォント エブリシング): 全てを欲しがる, unrealistic expectation(アンリアリスティック エクスペクテイション): 非現実的な期待",人・社会,上級
head above water,ヘッド アバブ ウォーター,何とかやっていく,water(水)の上にhead(頭)。困難な状況で生き延びること。,"survive(サバイブ): 生き延びる, manage barely(マネージ ベアリ): かろうじてやっていく",人・社会,上級
head over heels,ヘッド オーバー ヒールズ,夢中になって,heels(かかと)の上にhead(頭)。完全に恋に落ちること。,"completely in love(コンプリートリ イン ラブ): 完全に恋して, deeply infatuated(ディープリ インファチュエイティッド): 深く夢中になって",人・社会,上級
hear it through the grapevine,ヒア イット スルー ザ グレイプバイン,噂で聞く,grapevine(ブドウの木)をthrough(通して)hear(聞く)。非公式な情報網で聞くこと。,"hear rumor(ヒア ルーマー): 噂を聞く, learn unofficially(ラーン アンオフィシャリ): 非公式に知る",言語基本,上級
high and dry,ハイ アンド ドライ,見捨てられて,high(高く)かつdry(乾いた)。困難な状況で放置されること。,"abandoned(アバンダンド): 見捨てられた, stranded(ストランディッド): 立ち往生した",人・社会,上級
hit below the belt,ヒット ビロー ザ ベルト,卑怯な手を使う,belt(ベルト)の下をhit(打つ)。不公平な攻撃をすること。,"unfair attack(アンフェア アタック): 不公平な攻撃, play dirty(プレイ ダーティ): 汚い手を使う",人・社会,上級
hold your horses,ホールド ユア ホーシズ,慌てるな,horses(馬)をhold(抑える)。落ち着いて待つこと。,"wait(ウェイト): 待て, be patient(ビー ペイシェント): 辛抱しろ",人・社会,上級
in a nutshell,イン ア ナットシェル,手短に言えば,nutshell(木の実の殻)の中に。簡潔にまとめること。,"briefly(ブリーフリ): 簡潔に, in summary(イン サマリー): 要約すると",言語基本,上級
in full swing,イン フル スウィング,真っ盛りで,full(完全な)swing(スイング)で。最高潮に達していること。,"at peak activity(アット ピーク アクティビティ): 活動の最盛期に, in full operation(イン フル オペレイション): 完全稼働中",時間・数量,上級
in the nick of time,イン ザ ニック オブ タイム,間一髪で,time(時間)のnick(刻み目)に。ぎりぎり間に合うこと。,"just in time(ジャスト イン タイム): ちょうど間に合って, at the last moment(アット ザ ラスト モーメント): 最後の瞬間に",時間・数量,上級
keep at arm's length,キープ アット アームズ レングス,距離を置く,arm's length(腕の長さ)でkeep(保つ)。親しくなりすぎないこと。,"maintain distance(メインテイン ディスタンス): 距離を保つ, avoid closeness(アボイド クロースネス): 親密さを避ける",人・社会,上級
keep your nose to the grindstone,キープ ユア ノーズ トゥ ザ グラインドストーン,懸命に働く,grindstone(砥石)にnose(鼻)をkeep(保つ)。休まず働き続けること。,"work hard continuously(ワーク ハード コンティニュアスリ): 継続的に懸命に働く, stay focused on work(ステイ フォーカスト オン ワーク): 仕事に集中し続ける",日常生活,上級
ivory tower,アイボリー タワー,象牙の塔,ivory(象牙)のtower(塔)。現実から隔絶された学問の世界。,"academic isolation(アカデミック アイソレイション): 学問的孤立, detached from reality(ディタッチト フロム リアリティ): 現実から切り離された",学校・学習,上級
jump ship,ジャンプ シップ,見切りをつける,ship(船)からjump(飛び降りる)。組織や計画から離脱すること。,"abandon(アバンダン): 見捨てる, desert(デザート): 脱走する",人・社会,上級
keep tabs on,キープ タブズ オン,監視する,tabs(勘定)をkeep(保つ)。注意深く見張ること。,"monitor closely(モニター クローズリ): 注意深く監視する, watch carefully(ウォッチ ケアフリ): 注意深く見る",人・社会,上級
keep someone posted,キープ サムワン ポスティッド,最新情報を知らせる,someone(誰か)をposted(掲示された)状態にkeep(保つ)。情報を伝え続けること。,"inform regularly(インフォーム レギュラーリ): 定期的に知らせる, update continuously(アップデイト コンティニュアスリ): 継続的に更新する",言語基本,上級
know the ropes,ノー ザ ローブズ,やり方を知っている,ropes(ロープ)をknow(知る)。船乗りの専門知識から、業務に精通していること。,"be experienced(ビー エクスペリエンスト): 経験豊富である, understand procedures(アンダースタンド プロシージャーズ): 手順を理解している",学校・学習,上級
labor of love,レイバー オブ ラブ,好きでする仕事,love(愛)のlabor(労働)。金銭ではなく愛情から行う仕事。,"work done for pleasure(ワーク ダン フォー プレジャー): 楽しみのためにする仕事, voluntary effort(ボランタリー エフォート): 自発的な努力",日常生活,上級
